Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Non-specific/Unknown,iOS Compatibility,Ink Consumption,Competitor Product Comparison,Audible Noise,Sentence,Sentence#
0,0,0,0,0,0,0,0,1,0,0,"Seriously, if you need Canon CLI-8 or PGI-5BK ink, I have two complete sets.",914
1,0,0,0,0,0,0,0,0,0,0,"NOT an easy set up. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) First off, let me say I hope to come back tomorrow and update both my stars and my rating, but for right now, I am tired and frustrated.",917
1,0,0,0,0,0,0,0,0,0,0,"Now, after 2 hours, it is still not set up, and I am going to have to give it up until tomorrow when I can call tech support.",919
0,1,0,0,0,0,0,0,0,0,0,"Unable to connect to my home network.",930
1,0,0,0,0,0,0,0,0,0,0,"Now back at the beginning of the set up it did say to put the printer near the ""access point"" - I am guessing now that meant the router - but we need the printer to be in another room, next to my computer, not next to the router.",933
0,1,0,0,0,0,0,0,0,0,0,"My computer is running on our wireless network just fine, so that should be close enough.",934
0,1,0,0,0,0,0,0,0,0,0,"I hope we don't have to haul the printer into the other room just to connect to our wireless network!!",935
0,0,0,0,0,0,0,0,0,1,0,"It replaced an Epson that just had too many paper jams.",942
0,1,0,0,0,0,0,0,0,0,0,"Hooking it up to our wi-fi was not as easy as it should have been if there was a bigger display.",945
0,0,0,1,0,0,0,0,0,0,0,"For the price though it's acceptable.",946
0,0,0,0,0,0,0,1,0,0,0,"It's ability to print from our Apple products via AirPrint is nothing short of amazing.",947
0,1,0,0,0,0,0,0,0,0,0,"Good printer - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) no problems connected easily Did everything it was reported to do.",950
0,1,0,0,0,0,0,0,0,0,0,"Has wireless, wired and bluetooth connections supports cloud print if you portable device supports it.",961
0,0,0,0,0,1,0,0,0,0,0,"and the prints are good.",964
0,0,0,1,0,0,0,0,0,0,0,"Everyone of us has been pleased with the quality and the price.",968
0,0,0,0,0,0,0,0,0,0,1,"It is extremely noisy even on the quiet setting and I have already had more jams with this one than I have ever had with any printer I've owned and I've just had this one for a little over two weeks.",971
0,0,0,0,0,1,0,0,0,0,0,"So far the print quality is good but I haven't tried printing any photos yet.",972
0,0,0,0,1,0,0,0,0,0,0,"I don't care much for the controls/buttons or the output tray but that maybe because they are different from what I am used to.",973
0,0,0,0,0,0,0,0,0,1,0,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) After years of HP printers that always had paper jams and crooked print, I purchased an Epson which was even worse.",975
0,0,0,0,0,0,0,0,0,0,1,"works but loud - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) came on time and is a little noisier than I like.",981
0,0,0,0,0,0,0,0,1,0,0,"Does the job as was intended, don't know about ink usage yet",982
0,0,0,1,0,0,0,0,1,0,0,"You will be stuck having to buy ink cartridges from Canon at their exorbitant prices.",984
0,0,0,0,0,0,0,0,1,1,0,"Buy an Epson or HP instead for which you can still buy second party cartridges.",985
0,0,0,0,1,0,0,0,0,0,0,"Does not feed Photo Paper - Canon Office Products MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Printer works fine with paper, it's slick, networks easy, probably is a great printer for regular paper.",986
0,0,0,0,1,0,0,0,0,0,0,"It simply will not feed photo paper from the bottom tray, and it's aggravating I now have to pack it all up and take it back.",988
0,0,0,0,0,0,0,0,0,1,0,"ONE DAY I hope to find a printer that works, I have owned HP (never again), now Canon (not looking good so far)...",989
0,0,0,0,0,0,0,0,1,0,0,"The printer also uses a lot of ink.",999
0,0,0,0,1,0,0,0,0,0,0,"The last negative is that it doesn't have a separate paper tray for envelopes.",1000
0,0,0,1,0,0,0,0,0,0,0,"Good printer at a decent price. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I have used this printer for over a month.",1003
0,0,0,0,0,0,0,0,1,0,0,"I prefer printers like the MX922 that have 5 ink cartridges, and use less expensive ink from Amazon sellers LD and Sophia Global.",1005
0,0,0,1,0,0,0,0,0,0,0,"The price of $156 plus tax, including a double ink supply, was reasonable.",1008
1,0,0,0,0,0,0,0,0,0,0,"Installation was straight forward.",1009
1,0,1,0,0,0,0,1,0,0,0,"I installed the MX922 wirelessly, and it works without problems with my Windows desktop, 2 Windows netbooks and an Apple iPad.",1010
1,0,0,0,0,0,0,0,0,0,0,"My earlier trials of wireless installation with the MX870 failed, so I am happy with the MX922 as a wireless printer.",1011
0,0,0,0,0,0,0,0,0,0,1,"My negative comments are size and noise.",1012
0,0,0,0,0,0,0,0,0,0,1,"The MX922 is noisy, noisier than the MX870, which was not a quiet printer.",1014
0,0,0,1,0,0,0,0,0,0,0,"Bottom line - a good printer at a decent price, including ink for at least a year.",1015
0,0,0,0,0,0,0,0,0,1,0,"For the past five years I was using a pretty good HP model.",1018
0,1,0,0,0,0,0,0,0,0,0,"Right out of the box it connected to my WIFI without a problem.",1022
0,0,0,0,0,1,0,0,0,0,0,"The print quality, both documents and photos, is superior.",1027
0,0,0,0,0,0,0,0,0,0,1,"And it's quiet.",1028
0,0,0,0,1,0,0,0,0,0,0,"Loading the paper tray is effortless.",1030
0,0,0,1,0,0,0,0,0,0,0,"This is an excellent printer at a very low price.",1034
0,0,0,0,0,0,0,0,0,1,0,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I went from a Kodak 2710 to this...and let me tell ya..This is a great printer.",1039
0,1,0,0,0,0,0,0,0,0,0,"Wireless printing works flawlessly, although there are a couple of hiccups with that.",1041
1,1,0,0,0,0,0,0,0,0,0,"First, I cannot connect the printer with the easy ""press the WPS button"" setup on the router/cable modem from Comcast, I have to actually enter the network key - which is no big deal, but it would have been nice to be able to do that.",1042
0,1,0,0,0,0,0,0,0,0,0,"Second, I've noticed that the printer doesn't print when it's in sleep mode - that is if I send a print job to it while it's in sleep mode nothing comes out and I get the notification on my computer that the printer is not connected.",1043
0,0,0,0,0,1,0,0,0,1,0,"Only other issue is that if we haven't used it to print for a few days it will take a VERY long time to print the first page (my guess is that it knows it wasn't being used and is cleaning out the printer head before it prints, whereas the Kodak used to just immediately print a horrible copy - I actually had to print two or three copies of something to get anything useful with the Kodak - so I don't mind this at all - I would rather it take a little bit of time to print something good the first time instead of having to print multiple copies to get something useful).",1045
0,0,0,0,0,1,0,0,0,0,0,"The print quality is second to none, AND the photo quality is FANTASTIC (really, it looks like you just picked up the picture from the Fotomat)!",1046
1,0,0,0,0,0,0,0,1,0,0,"Love my old MX860 - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) So much that I got this for my girlfriend and it is every bit as awesome as the 860...yes it is slow on the print...but it does so much, from duplex scanning to PDF to awesome photo printing...hey kick your feet up and relax...it does it all wirelessly and set up is a breeze..sure it is big but so is my work copier and it is WAY bigger (yes way faster) but this does all that and with cheap replacement cartridges on Amazon.",1047
0,0,0,0,0,0,0,0,0,0,1,"but just makes this annoying noise as if its checking every single component of the printer.",1055
0,0,0,0,0,1,0,0,0,0,0,"Excellent print quality, but a few issues - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Customer review from the Amazon Vine™ Program (What's this?)",1059
1,1,0,0,0,0,0,0,0,0,0,"Note: I do not use the fax function, so I didn't set it up, but I do use wireless.",1063
1,0,0,0,0,0,0,0,0,0,0,"Setup: Was easy and went smoothly.",1064
1,0,0,0,0,0,0,0,0,0,0,"I had to have my son in law make a couple choices with the Wireless set up.",1065
0,0,1,0,0,0,0,0,0,0,0,"Features: Regarding the scan function, I like to use the grayscale mode at times, and I found I did have to install the CD drivers, which prompted me to download an update (to update the Windows 7 driver that worked fine otherwise), to get the grayscale mode to show up.",1067
0,0,0,0,0,1,0,0,0,0,0,"Print quality: Is very high.",1070
0,0,0,0,1,0,0,0,0,0,1,"Two Issues: (1) As other reviewers have pointed out, it is noisy, especially on startup and at times when feeding paper, clunky sounding.",1072
0,0,0,0,0,0,0,0,0,0,1,"So far, none have woken up due to the printer sounds.",1075
0,0,0,0,1,1,0,0,0,0,0,"(2) The paper feeder is not flawless.",1080
0,0,0,0,1,0,0,0,0,0,0,"Consequently when the printer fed the paper in for printing, it took two sheets, instead of only the photo paper sheet, and printed mainly on the regular printer paper, not the photo paper.",1084
0,0,0,0,0,1,0,0,0,0,0,"So, basically, a good printer that produces high quality prints.",1088
0,0,0,0,0,0,0,0,0,1,0,"Canon MX922 - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I had 3 printers, a HP, Epson and a Kodak.",1090
0,1,0,0,0,0,0,0,0,0,0,"Some would work with one computer and another with a different computer but none with all..",1091
0,1,1,0,0,0,0,1,0,0,0,"The Canon works with a iMac, iPad 1, iPad 2, Windows 7 desktop, Windows 8 desktop, and Samsung Galaxy 3 cell phone.",1092
0,0,0,0,0,1,0,0,0,0,0,"The print quality is very good and speed is also.",1094
0,1,0,0,0,0,0,0,0,0,0,"I had a few problems getting everything on my network working.",1095
0,0,0,1,0,0,0,0,0,0,0,"Very pleased with the MX922 and got a great price on Amazon.",1099
0,0,0,0,0,1,0,0,0,0,0,"The new MX 922 is a bit quicker and the quality of the scans and printing remains excellent.",1101
0,0,0,0,1,0,0,0,0,0,0,"So far, the automatic document feed (ADF) works well with good (not perfect) alignment.",1103
0,0,0,0,0,0,0,0,0,0,1,"The only significant con I would mention is the noise.",1104
0,0,0,0,1,0,0,0,0,0,0,"The old printer made plenty of whirring and clunking as it booted up and before/during ADF feed operations, but this one sounds more like a combination cement mixer and gravel truck.",1105
0,0,0,0,1,0,0,0,0,0,0,"I definitely suggest that you consider this printer if you are looking for a good quality multi-function printer with automatic document feed.",1107
0,0,0,0,1,0,0,0,0,0,0,"working good so far - Canon Office Products MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I would have given 5 star but due to paper small paper tray I gave 4.",1108
1,0,0,0,0,1,0,0,0,0,0,"Wireless setup was easy good print quality photo print good too dont print on the glossy side of paper photo ink wont dry",1110
0,0,0,0,0,0,0,0,0,1,0,"In the past I've had HP, but haven't had great experiences with their printers lately (the last one I had starting failing one month after the 1 year warranty expired.",1112
0,0,0,0,0,0,0,0,0,1,0,"HP said ""tough luck"" essentially, even though I read that my issues were VERY common with their products.",1113
1,0,0,0,0,0,0,0,0,0,0,"It was very easy to install.",1126
1,0,0,0,0,0,0,0,0,0,0,"The install takes about 14 minutes, but the install program warns you of this.",1127
0,1,0,0,0,0,0,0,0,0,0,"It is bluetooth capable.",1136
0,1,0,0,0,0,0,0,0,0,0,"I find this is the easiest way to print pictures from my phone (even my 6 year old can do it) so this is a plus.",1137
0,1,0,0,0,0,0,0,0,0,0,"It is wi-fi ready and the wi-fi works.",1144
0,1,0,0,0,0,0,0,0,0,0,"This was the first thing to go on my last printer, so working wi-fi makes me happy.",1145
0,0,0,0,0,0,0,0,0,0,1,"We'll see how long it lasts, but I haven't heard of major issues with the Canons so I'm not worried.",1146
1,0,0,0,0,0,0,0,0,0,0,"I set it up to connect to Google Cloud Print.",1149
0,1,0,0,0,0,0,0,0,0,0,"So now I can easily print from my samsung tablet.",1151
1,0,0,0,0,0,0,0,0,0,0,"The setup was easy to do - I followed the steps in the user guide.",1152
1,1,0,0,0,0,0,0,0,0,0,"So far I've set up multiple computers, printed wirelessly, printed via cloud, printed via bluetooth, printed pictures and set up my fax preferences.",1167
0,0,0,0,0,1,0,0,0,0,0,"I haven't scanned or faxed yet, but all the printing has been good quality.",1168
0,0,0,0,0,0,0,0,0,1,1,"It's a bit quieter than my HPs which is nice.",1169
1,0,0,0,0,0,0,0,0,0,0,"In the meantime, I definitely recommend the printer for ease of setup and solid performance.",1173
1,0,0,0,0,0,0,0,0,0,0,"Problems started with the installation.",1176
1,0,0,0,0,0,0,0,0,0,0,"More wasted dollars, because he couldn't get the installation to work either.",1181
0,0,0,0,0,0,0,0,0,1,0,"Years ago I had a HP all-in-one and it was so slow.",1186
0,0,0,0,0,0,0,0,0,1,0,"This one is like going back 8 years to the old HP.",1189
0,0,0,0,0,0,0,0,0,1,0,"As my college professors frowned upon the look of my papers printed out on the old thing it got replaced first with an HP wide printer that turned out to be a complete disaster & waste of both my money & time.",1193
0,0,0,0,0,1,0,0,0,0,0,"It prints out nice crisp papers that are not being marked down for looking awful by my professors which is a perk!",1197
0,0,0,0,0,0,0,0,1,0,0,"I haven't yet used up the ink tanks that came with it so for my needs it does fine on ink.",1198
0,0,0,0,0,0,0,0,0,0,1,"Canon MX922 - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) This machine is very noisy.",1202
0,0,0,0,0,1,0,0,0,0,0,"Print quality is good.",1204
0,0,0,0,0,0,0,0,0,1,0,"It has functions that the HP 8500 I have does not such as automatic duplex copying.",1209
0,0,0,0,0,0,0,0,0,1,0,"The HP 8500 requires copying one side and then reloading the original and the paper in the proper orientation to print the other side.",1210
0,0,0,0,0,1,0,0,0,1,0,"I have only printed with the Canon on plain paper and it prints very well, if a little slowly, and probably better than the HP.",1211
0,0,0,0,0,0,0,0,0,1,0,"Scans are a little slower than the HP also but quality is decent and comparable to the HP.",1212
0,0,0,0,1,0,0,0,0,1,0,"My HP 8500 is having paper feed issues after only about 3 years of light home use so I decided to give Canon a try this time.",1214
0,0,0,0,0,0,0,0,0,1,0,"The HP software is far more intuitive and easier to use.",1216
0,0,0,0,0,0,0,0,0,0,1,"No way to print envelopes without removing paper. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Good printer but noisy.",1217
0,0,0,0,1,0,0,0,0,0,0,"Canon made a terrible design decision to make the top paper tray only for photo paper.",1218
0,0,0,0,1,0,0,0,0,0,0,"There is no way to load envelopes in this printer without taking out all the regular paper and readjusting the guides in the bottom tray.",1219
0,0,0,0,1,0,1,0,0,0,0,"i HATE IT - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) error 9000 today, for 10 days it kept telling me there was no paper in cassette!",1221
0,0,0,1,0,0,0,0,0,0,0,"Amazing printer - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Saw this on a gold box deal for $80 and couldn't resist getting this as an upgrade to my old MX-320.",1230
1,1,1,0,0,0,0,1,0,0,0,"Easy setup, flawless printing from a Windows 7 desktop, a Windows 8 laptop, an Iphone 5 and an Ipad, all wireless.",1232
0,0,0,0,0,1,0,0,1,0,1,"It's much quieter, Photo quality is wonderful and ink usage seems minimal (despite printing lots of photos the ""starter"" ink packs still show about 1/2 full).",1233
0,0,0,1,0,0,0,0,0,0,0,"Probably a good deal even at the current $130 price, but I'd watch for a sale - if it sold for $80 once it will again.",1235
0,0,0,0,0,1,0,0,0,0,0,"Not great photo quality - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The photos I printed are streaked all the way across, about the width of an ink cartridge.",1241
1,1,0,0,0,0,0,1,0,0,0,"But like being able to print from my iPad, setup was a breeze.",1243
0,0,0,0,0,0,0,0,1,1,0,"As soon as I burn through some ink cartridges that I purchased with the printer I will be dumping this one and looking into HP or EPSON.",1252
0,0,0,0,0,0,0,0,0,0,1,"Reliable but noisy - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) So far this all-in-one printer has performed reliably for printing and faxing.",1253
0,0,0,0,0,0,0,0,1,0,0,"The type of ink cartridge changed from my last printer, but fortunately my daughter was a able to use my old cartridges!",1256
0,0,0,0,0,1,0,0,0,0,0,"Can't Beat Canon for Customer Service - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I would have given 5 stars for the excellent quality of the printing and the superb customer service that Canon offers on all their products.",1257
0,0,0,0,1,0,0,0,0,0,0,"Now, with the MX922, you have to physically remove the paper tray, take out the paper, adjust to fit the envelopes and when that is all finished the tray has to go back in.",1261
0,0,0,0,0,0,0,0,0,0,1,"By the time we paid more IT consultant time than the printer was worth, all the time hearing the IT guy say ""Canon MX series is overrated and I don't recommend it, are you sure you won't just replace it?""",1273
1,0,0,0,0,0,0,0,0,0,0,"Installed the new printer from another company, boom, problem solved, can print black text on white 8.5x11 paper again within seconds.",1275
0,0,0,0,0,0,0,1,0,0,0,"Excited to see it supports Mac OS 10.5.8 as I have G5 mac.",1278
0,0,0,0,0,0,0,1,0,0,0,"Beware they do not support PPC macs - no driver exists.",1279
0,0,0,0,0,0,0,1,0,0,0,"This is what 10.5.8 support has come to mean in the Mac world.",1280
0,0,0,0,0,0,0,1,0,0,0,"Realistically this printer supports 10.6+ Intel macs only.",1282
0,0,0,0,1,1,0,0,0,0,0,"canon--shame on you - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) says it's out of paper--when it's not--happens much too often-- slow to start up but when finally it's ready to go--it prints quickly-- print quality is very good--I guess that's all I should worry about-- but the ""paper out"" problem is annoying.",1283
1,0,0,0,0,0,0,0,0,0,0,"Too hard to set up!",1285
0,0,0,0,0,0,0,0,0,0,1,"Too noisy!",1286
0,0,0,0,0,0,0,0,1,0,0,"With 5 ink cartridges it will cost a mint to replace the ink when it runs out or dries up.",1288
0,0,0,0,0,0,0,0,1,0,0,"I bought this thinking that I can continue to print documents with black ink even if one or more of the color cartridges is empty or has dried up.",1289
0,0,0,0,0,0,0,0,0,0,1,"Wifi, prints great, but annoying hum!!",1291
0,0,0,0,0,0,0,0,0,0,1,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Wifi, prints very well, but makes this annnnnnnnnnnnoying high pitched hum!!",1292
0,0,0,0,0,0,0,0,0,0,1,"This high pitched hum is so bloody annoying!!",1295
0,0,0,0,0,0,0,0,0,0,1,"ugh you've got to hear it for yourself.",1296
0,1,0,0,0,0,0,0,0,0,0,"Anyways, it connects to wifi really well, has no problems with printing.",1297
0,0,0,0,0,0,0,0,1,0,0,"you've gotta replace that cartridge before you do even black and white prints!",1299
0,0,0,0,0,0,0,0,1,1,0,"Canon, Epson and HP (and smaller other players) fight hard to outdo each other so consumers will buy their products - and become enslaved to the expensive ink cartridges.",1303
0,0,0,0,0,1,0,0,0,0,0,"Print quality is excellent.",1306
0,0,0,0,0,1,0,0,0,0,0,"Photos printed on a good glossy paper have lots of vibrance and look good.",1307
0,0,0,0,0,1,0,0,0,0,0,"All text documents are good, though not as sharp as laser printed documents.",1308
0,0,0,0,0,1,0,0,0,0,0,"One try is used for photo papers, which is really nice if you print a lot of photos.",1313
0,0,0,0,0,0,0,0,0,1,0,"By way of example, my workhorse HP MFC has two trays.",1316
0,1,0,0,0,0,0,0,0,0,0,"I noticed that a number of people complain of difficulties using WiFi with this unit.",1318
1,0,0,0,0,0,0,0,0,0,0,"My installation went smoothly.",1319
0,1,0,0,0,0,0,0,0,0,0,"I strongly urge reading the installation guide if you intend to use WiFi.",1320
1,0,0,0,0,0,0,0,0,0,0,"Beyond that, as long as you adhere to the directions, set-up is straight-forward and without surprises.",1321
0,0,0,0,0,1,0,0,0,0,0,"The MX922 does a good job of printing office documents and photographs.",1323
0,0,0,0,0,0,0,0,1,0,0,"The MX922 is not an ink hog, though cartridges are still more costly than I would like.",1325
0,0,0,0,0,1,0,0,0,0,0,"Overall, I think the design of this unit is slanted more toward the home user, with its emphasis on photo printing and inconvenient paper handling.",1329
0,1,0,0,0,0,0,0,0,0,0,"After completing the tedious business of aligning the ink heads, my next problem was getting the thing hooked up to the Internet.",1340
1,1,0,0,0,0,0,0,0,0,0,"I've installed several computers and connected them to WiFi with little effort.",1341
0,1,0,0,0,0,0,0,0,0,0,"I needed a magnifying glass so I wouldn't press the other pin-sized button next to it by mistake, which could possibly have destroyed our entire WiFi system.",1349
0,1,1,0,0,0,0,0,0,0,0,"Installing the disc so that the printer would work with a laptop took a very, VERY long time.",1355
1,0,0,0,0,0,0,0,0,0,0,"When it finally finished installing and started running a registration feature, I was so annoyed that I just hit a box that said ""Yes"" and, strangely enough, it complied.",1358
1,0,0,0,0,0,0,0,0,0,0,"other than that is was easy to setup for wireless printing and the canon app works fine with it.",1369
1,0,0,0,0,0,0,0,0,0,0,"Easy to set up - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I have used Canon printers for a while and this generation is an improvement.",1371
0,0,0,0,0,0,0,0,0,0,1,"Quiet, quick, and feature laden.",1373
0,1,0,0,0,0,0,0,0,0,0,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Absolutely love the ease of printing from anywhere in the home!",1378
0,0,0,1,0,0,0,0,0,0,0,"Beautiful photos too and all at an exceptional price.",1379
0,0,0,0,1,0,0,0,0,0,0,"The 850 had a rear paper feed, compared to the 922 which only feeds from bottom paper trays.",1382
0,0,0,0,1,0,0,0,0,0,0,"With the rear feed on the 850 you just put your special form or paper on the top of the paper stack in the rear feed and voila!",1384
0,0,0,0,1,0,0,0,0,0,0,"The other problem I've experienced is that the 922 frequently pulls multiple sheets from the paper tray.",1385
0,0,0,0,1,0,0,0,0,0,0,"When you fill it up it can't seem to pull the sheets off the top well enough.",1388
1,0,0,0,0,1,0,0,0,0,0,"Setting it up was a snap, and the print quality is good.",1391
1,0,0,1,0,0,0,0,0,0,0,"It is easy to set up and it is a great buy.",1394
0,0,0,0,0,0,0,0,0,1,0,"Somewhere between HP and Epson - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Customer review from the Amazon Vine™ Program (What's this?)",1395
0,0,0,0,0,0,0,0,0,1,0,"I wound up with three 4-in-1 machines: an HP Office Jet Pro, an Epson Small-in-One, and this Canon.",1396
0,0,0,0,0,0,0,0,0,1,0,"It has a larger footprint than the Epson but smaller than the HP.",1398
0,0,0,0,0,0,0,0,0,1,0,"If your space is limited, go with the Epson.",1399
0,0,0,0,0,0,0,0,0,1,0,"Epson and HP will leave you hanging while you race to get new ink tanks.",1402
0,0,0,0,0,0,0,0,0,1,0,"I feel that the Epson has better color quality (but more ink tanks to account for this) but the Canon is good enough for non-photographer types like me.",1404
0,0,1,0,0,0,0,1,0,0,0,"I was concerned when everything in the box stated that it's intended for Windows OS 8 or higher (or Mac), since I have Windows 7.",1417
0,0,0,0,0,0,0,0,0,1,0,"As with HP and Epson, the ink tanks are disgustingly expensive.",1420
0,0,0,1,0,0,0,0,0,0,0,"I think the price for the PIXMA is reasonable.",1422
0,0,0,0,0,0,0,0,1,0,0,"Personally, my favorite thing about this is the fact that it won't stop dead in the middle of a print job if one ink tank goes dry.",1423
0,0,0,0,0,0,0,0,0,1,0,"Otherwise, I prefer the HP for b&w printing (though it is very large and awkward) and the Epson for photo printing (though it has 6 tiny ink tanks).",1424
1,0,0,0,0,0,0,0,0,0,0,"Set-up was okay, though the manuals are online and in tiny print, as noted above.",1427
0,0,0,0,0,0,0,0,0,0,1,"Takes forever to start printing and is very noisy - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I replaced my Pixma 870 which died.",1428
0,0,0,0,0,1,0,0,0,0,0,"While the print quality is fine, it takes forever to stop grinding and growling before it actually prints.",1430
0,0,0,0,0,0,0,0,0,0,1,"When it does, you can barely hear yourself think it is so noisy.",1431
1,0,0,0,0,0,0,0,0,0,0,"Great printer - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The printer worked right out of the box with almost no setup.",1434
0,0,0,0,0,0,0,1,0,0,0,"My iPad recognized the printer immediately.",1435
0,0,0,0,0,0,0,0,0,0,1,"Making all kinds of noise and ruckus.",1441
0,0,0,0,0,0,0,0,1,0,0,"Also, it ran out of ink in about 1/3 the time my last printer did.",1444
0,0,0,0,0,1,0,0,0,0,0,"Really like the print quality - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The print quality of this Canon Pixma is excellent.",1446
0,0,0,0,1,0,0,0,0,0,0,"Also, having to fold up the paper receiving tray in order to get to the paper loading tray is somewhat of a pain since I print a lot of two sided items.",1448
0,0,0,0,0,0,0,0,0,1,0,"All in all, I would buy it again and it certainly beats any HP I've had...and I've had a lot of them!",1449
0,1,0,0,0,0,0,0,0,0,0,"Prints fine when it can be found by WiFi processors. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The printer does print, however the Air Print or printing over WiFi is difficult to manage.",1450
0,0,1,0,0,0,0,1,0,0,0,"The printer can't be found by any of my devices such as Apple Mac Mini, Apple Mac Laptop, or ipad.",1451
1,1,0,0,0,0,0,0,0,0,0,"The WiFi function is difficult to set up and does not maintain its presence on my home network.",1452
0,0,0,0,0,0,0,0,1,1,0,"My previous printer ( an HP photosmart) consumed huge quantities of expensive ink, but stayed available on my home network and recovered automatically after a power outage.",1453
0,1,0,0,0,0,0,1,0,0,0,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Faxing, copying, scanning, printing, this unit does it all, the wireless printing from my iPad,I am really impressed!",1456
0,0,0,0,0,0,0,0,1,0,0,"The starter cartridges are going fast, but that is to be expected.",1457
0,0,0,1,0,1,0,0,0,0,0,"produces good photo quality prints, but as always for canon, longevity is the key issue... - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Amazon usually has great deals on Canon printers, and the MX922 is probably the fourth photo quality Canon printer I have bought at Amazon in the last few years.",1459
0,0,0,0,0,1,0,0,1,0,0,"While the ink never lasts as long as I would like, the MX922 usually produces colors that are accurate, and the prints have a decent amount of detail.",1461
0,0,0,1,0,0,0,0,0,0,0,"For $90 as a Deal of the Day, the MX922 was a good buy, but I hope that this printer is more durable than my previous Pixma printers, which although lightly used, mysteriously died for no apparent reason after lasting just over a year.",1462
0,0,0,0,0,0,0,0,1,0,0,"It seems that every time I get a new printer, Canon has developed a new type of ink cartridge, so I can't use my old supply of ink.",1463
0,0,0,0,0,0,0,0,1,0,0,"The cost of genuine Canon ink cartridges is exorbitant, so it's cool that there are some non-OEM cartridges available, but the bad thing is the substitutes for the MX922 cost a lot more than the previous generation of generics I used to buy.",1464
0,0,0,1,0,0,0,0,0,0,0,"These items sometimes go on sale cheap at Amazon, so if you put them on your watch list, you might be able to score a good deal.",1467
0,0,0,0,0,0,0,0,0,0,1,"The unit sometimes makes a lot of noise, when starting up or shutting down, and it can take a while to warm up.",1470
0,0,0,1,0,1,0,0,0,0,0,"The MX922 does a decent job of scanning and copying, and is a fairly good value as an ""all around"" printer.",1474
0,0,0,0,0,1,0,0,0,0,0,"Excellent printing - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The only problem is that the instruction book is badly organized.",1477
0,0,0,0,0,0,0,0,0,0,1,"to a MX922 and this thing is so noisy as it goes through its convulsions...?",1482
0,0,0,0,0,0,0,0,0,0,1,"I have an HP2100 Laser Jet that I purchased in 1999 that is quieter than this MX922.",1483
0,0,0,0,0,0,0,0,0,0,1,"The printer is noisier than the other one and takes quite a bit longer to warm up (both at turning it on and sending something to it to print), and the pages are printer slower than my old one (even though it said it was faster ppm).",1486
1,0,0,0,0,0,0,0,0,0,0,"Haven't set it up for FAX since it seems to want a 'dedicated' line to the phone and we use this at home with a home phone...that will have to be a 'trade off' - home off for fax, fax off for home....",1488
0,0,0,0,0,1,0,0,0,0,0,"But it prints pretty well, colors are nice.",1489
0,1,0,0,0,0,0,0,0,0,1,"Slow Noisy Printer with Bad Wireless Capability - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) This printer was awful.",1493
