Data Transfer/Transmission/Cloud Connectivity-SA,Data Transfer/Transmission/Wireless Connectivity-SA,Data Transfer/Transmission/Wireless Setup-SA,Data Transfer/Transmission/Data Transfer Error-SA,Body/Design/Size-SA,Body/Design/Initialization Speed-SA,Body/Design/Build Quality-SA,Body/Design/Audible Noise-SA,OS Compatibility/iOS Compatibility-SA,OS Compatibility/Mac Compatibility-SA,OS Compatibility/Windows Compatibility-SA,Print Quality/Color Print Quality-SA,Print Quality/Overall Print Quality-SA,Print Quality/Monochrome Print Quality-SA,Print Quality/Print Speed-SA,Print Quality/Duplex Printing-SA,Error Messages/Error B200-SA,Error Messages/Non-specific/Unknown-SA,Error Messages/Paper Jam-SA,Ink/Ink Consumption-SA,Printing Media/Paper Feed-SA,Printing Media/CD/DVD Printing-SA,Customer Care/Agent Knowledge-SA,Customer Care/Overall Customer Service-SA,Software/Driver Performance-SA,Product Documentation/Documentation Clarity-SA,Product Documentation/Documentation Format-SA,Feature Request/Paper Feed Options-SA,Settings & Modes/Sleep/Power Save Mode-SA,Fax/Scan Function/Fax/Scan Operation-SA,Features & Functions/Menu Functions-SA,Sentence,Sentence#
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I have yet to see as aggravating an issue as with the MX-922 and the software that is (allegedly) for the Mac.",4315
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The O/S in use is v10.8.4 on a Mac Mini and WiFi is being used.",4316
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There is no hard wired connection between the printer and the Mac.",4317
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At the onset, this printer will print docs created on the Mac.",4318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"However, note the following errors when using My Image Garden, Quick Menu and the Canon lj Scan Utility.",4322
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Re: Multiple Issues With Canon Software For MX-922 on Mountain Lion (v10.8.4) - Canon Tech Support: Can I have some assistance please?",4327
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Re: Multiple Issues With Canon Software For MX-922 on Mountain Lion (v10.8.4) - Hi lgldsr!",4328
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A competent all-in-one with a small footprint - What's great about it: Price; text quality (see review); feature set . What's not so great: Software set-up could be better; slow-to-print first page; blue light of wi-fi too bright Disclaimer: this review is made after only 3-weeks of ownership/use.",4332
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There were a number of separate applications which could be installed, but very little information provided about what they were, what they did and why I might need them installed.",4345
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"at the end of the installation it asked if I wanted to be part of a plan that would send to Canon user information to better help them understand my usage of the all-in-one.",4351
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lastly, the main paper tray seems flimsy to me.",4358
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set-up of the physical device was easy, straight-forward and the printed guide clear and concise.",4364
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The software, once my choices were made, has worked as it should and I really appreciate the ability to initiate a scan from my computer (one of those features my previous printer couldn't do).",4366
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The document feeder works as advertised (both sides), but I haven't yet tried two-sided printing.",4369
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Originally printing on standard copier paper (like I use with my HP laser printer) I found the quality of the text and graphics to be such as they usually are on standard copier paper: ok at best.",4371
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It helps keep the text more crisp looking and a 500-page ream for $8 is quite reasonable and I highly recommend purchasing such.",4374
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"My text prints show generally good quality, but I find the colors (especially red) a bit muted.",4376
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"via wi-fi (I have not made use of any other connectivity option at this time) the printer wakes up and receives the data quickly.",4381
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"However, the printer goes through all sorts of machinations before it actually prints the document.",4382
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I know this is common with inkjet printers, but this 922 feels even slower than my much older HP.",4383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"A lot of bang for the buck in this printer. - What's great about it: The ease of use on all the multi functions . What's not so great: Would like it to be a little faster I would recommend this multi-function printer for anything from a small family to a small company.",4389
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"It's wireless feature and ease of use make it the perfect ""plug & play"" office tool for all users.",4390
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A really nice printer. - Really easy to set up.",4393
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I like being able to print from all my devices.",4395
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Would like it to have the brushed finish instead of the glossy as it shows finger prints.",4396
0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A terrific all-in-one for the price - What's great about it: Easy to set up, good price, excellent copy quality . What's not so great: slow to warm up, slow to print I bought this printer as a replacement.",4398
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At first, I was concerned because the document holder seemed much more flimsy.",4399
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The only downside is that it takes a surprisingly long time to warm up and to print - you don't want to have to print anything if you are in a hurry.",4402
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I'm adjusting my time expectations accordingly, but the finished copies are worth the wait, and I am thrilled to be able to print from my iPad directly!",4403
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazing printer for the price - What's great about it: Everything . What's not so great: Sometime its a little slow warming up I love the way it makes multiple copies.",4406
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picture quality is great.",4407
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average Printer - This printer has good functions and makes good copies.",4409
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The only problem is that the printer only last about 3 years.",4410
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Awesome for double sided printing!",4411
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"- What's great about it: Great price, love the document feeder . What's not so great: Sometimes loses wifi connection I am in school and needed a new printer after my hp died.",4412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I noticed in the store that this printer said it prints both sides and boy, does it ever!",4415
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It's quiet and pretty speedy too.",4416
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Best I have had so far - What's great about it: I love the wireless printing . What's not so great: Prints an extra page every time in wireless mode.",4419
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prints wirelessly wonderfully!",4421
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Best printer I have purchased - What's great about it: Print quality . What's not so great: No rear paper feed Love this printer.",4423
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The print quality is outstanding and its got good speed.",4424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The only drawback for me is the lack of a rear paper feed.",4425
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I was about to plop down $250 on a high-performance HP printer and then I found this one, which has all of the same features as the HP, better print quality, and it costs only $99.99 at Best Buy.",4429
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Like all of the other high performing inkjet printers that cost twice to three times as much, the Canon MX922 can print and fax from, as well as scan to, a PC; it can work as a standalone copier and fax machine; and it can both scan to and print from a USB key, with the ability to preview images on its three-inch color LCD.",4430
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"It also offers both Ethernet and Wi-Fi support, a duplexer (for two-sided printing), and both a letter size flatbed and an automatic document feeder (ADF) for scanning.",4431
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bigger Than I expect - The machine is very big.",4435
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Much bigger than I expect.",4436
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"You have to wait couple of minutes before the document is printed.",4437
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The quality of photo and document is good overall.",4438
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bulky But Good Printer - I have had this printer for a little while now, and my only major complaint is the size.",4440
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It truly is a large printer.",4441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"I haven't yet had to replace the ink cartridges, which is a plus.",4442
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The only reason why won't give it 5 stars, as of now, is the size.",4443
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Canon MX922 - This was not the very user friendly.",4445
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setup took some time.",4446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"I wish they would give a manual with it so you don't have to go on line all the time.",4448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Scanning was probably the hardest for me to learn as they added so much compared to my other printer.",4449
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canon Printer MX922 - Prints well but bigger than I wanted and noisier - even with the silent setting.",4453
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I really like the wireless access.",4457
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(IPhone, I Pads and Laptops).",4459
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Setup was quick after a tech walked me through the wireless install.",4461
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"The only drawback is the 1) loud auto release drop down of the paper tray, and 2) not supplying a separate paper feed guide for loading photo paper that would eliminate the use of a cassette tray.",4465
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"All in all, the print quality is great, and the WiFi and fax features work effortlessly.",4466
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Decent printing quality - Printing quality is good.",4468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Could use some improvements in the ""user-friendly"" category",4469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Disappointed in this purchase so far - What's great about it: Easy to use . What's not so great: Slower than expected I have found the process of printing a document is slower than I expected.",4470
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I am disappointed overall with new MX922 as it is larger, noisier, and takes forever to print the first copy each time it is turned on.",4475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"The new browser software is not an improvement as I find it takes multiple steps to scan items I did with one click on the old Canon software.",4476
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I have not tried wireless network connection yet, but hope that works with my android devices, as that is only new feature over my older Canon printer.",4477
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Does the job - Makes a bit of noise at it gets ready to print but the prints ate good",4479
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Does the job. - What's great about it: Price . What's not so great: A little slow setting up to print, but once it starts it's good.",4480
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wireless my butt.",4487
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Easy document and photo printing - What's great about it: Fast printing via WiFi and easy to set up Easy to use and prints 2 sides copies with no problems.",4491
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Easy set up great phone support - I was able to both use online support and also used canon phone support for set up.",4495
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The printer is perfect-takes a little extra time to be available and it is a little noisy.",4496
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Easy setup on Windows 8 - What's great about it: flexible . What's not so great: middle of the road ink usage.",4500
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Purchased for home office to work with Microsoft Surface 2 with Windows 8 RT.",4501
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Installation was not bad at all.",4502
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy setup.",4505
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Great quality prints. - What's great about it: Ease of use; all the features at a great price.",4506
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". What's not so great: Wi-Fi setup was a little confusing; online forum helped.",4507
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy to install - Allows us to print from our I Phones and I Pad as well as the computer.",4512
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Easy to use, simple to install.",4513
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy to install - I would give this a 5 star, but I do not like the fact that all ink jet printers eventually fill their waste tank (which most people do not know about) and stop working.",4515
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It installs easy if you follow the instructions in the setup instruction manual.",4518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"The only down fall I could see so far is that when you want to print envelopes, you have to remove the paper in the tray and load envelopes.",4521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When aligning the print head after first install, load the special paper in the bottom tray (which is not as noticeable as the middle tray).",4524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The bottom tray loads regular paper and the mid tray seems to be for smaller papers (photo paper size).",4525
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy to set up - What's great about it: Print quality . What's not so great: A little slow This printer was easy to set up which is a big plus.",4527
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The print quality is great on documents and photos too.",4529
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It is a bit slow but not annoyingly slow.",4530
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy to set up - What's great about it: Works as promised . What's not so great: Nothing yet I've only had this printer for about a month now, but thus far it seems to work just fine.",4534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The ink cartridges that came with it haven't run out yet, so I'm impressed Canon gave enough to actually use the printer before being forced to buy more.",4535
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The scans work great, copies are great and printing is good at a decent speed.",4538
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The best part is that it was very easy to set up.",4539
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I did not set mine up for wireless, though I have that capability, so I can't speak for that set up, but wired was very easy.",4540
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy to set up - What's great about it: on standard printing it's fast . What's not so great: high quality printing is a little slow So far I have been happy with it's performance and the nice thing about it is it comes with standard cartridges right from the factory About me...",4544
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Easy to set up and works great with phone and comprehensive - What's great about it: good price easy to work with . What's not so great: instructions that come with packaging After going online to find out about TWO paper trays, during set=up, the printer works great.",4546
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had no trouble printing pix from iPhone and two different computers.",4547
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Easy to use, great pics and docs. - What's great about it: Scans, copy, fax and great photo tools.",4551
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prints great photos.",4552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"You need to get manual from the internet.",4554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"However, it is easy to operate.",4555
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The documents and photos print out great.",4556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"It is pretty easy to use.",4557
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The only downside so far is that I wish it was a bit smaller and I would like to have a paper manual.",4560
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"I could print one but then of course I'd need to use up my ink.",4561
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The photo tools are great and the printer communicated with my canon camera.",4563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Does what I need it to do. - What's great about it: Quality of Printing . What's not so great: Instructions I bought this printer to print DVDS and it does that very well.",4567
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Excellent printer & scanner - What's great about it: The set up was easy and the phone support staff is great.",4569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,". What's not so great: The scanning process is a little tricky This printer was a great choice.",4570
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The set up was easy and the phone support staff is great.",4571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I've had a few problems but I call the Canon help number and they walk me right through it.",4572
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Excellent value - What's great about it: Great photo quality . What's not so great: Set up The set up was difficult with the WiFi instructions.",4574
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also very noisy.",4577
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AirPrint works great every time, wifi connection to other home computers still works (unlike previous Epson that started disconnecting 2 months in), and print quality on docs & photos is perfect.",4582
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fast printing and great print quality. - What's great about it: Fast printing, print quality.",4584
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". What's not so great: Takes up a lot of space.",4585
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Print quality is great.",4586
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It was easy to set up but still unable to set up the wireless connection.",4587
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Epson was decent but died after a year.",4591
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"It might be a five star printer later depending on ink usage and a bit more experience with photo printing.",4597
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"For such a low cost I'm impressed with the quality - What's great about it: Easy to use . What's not so great: Small paper storage tray For such a low cost I'm impressed , I especially like that I can finally print from my IPad.",4601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"It easy to use even my wife who always has trouble figuring out how to use the printer, finds this easy to use and understand, she can finally scan a document.",4602
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gets the Job Done - What's great about it: The print quality is excellent.",4605
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It gets the job done and the print quality is excellent.",4608
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"However it takes a while to start printing and makes some noise in the process.",4609
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gets the job done - What's great about it: separate color cartridges . What's not so great: takes forever to warm up I have only had this printer for a few weeks and have not used it all that much.",4614
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I will likely never use the WiFi option, so I did not set that up.",4616
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Initial setup was a breeze and only took a few minutes.",4617
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The printer is a bit heavier and bulkier than I imagined, but each function does require its own operating space.",4618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Great Tech support if needed.",4625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"I had occasion to need tech support and found Canon people well informed patient and courteous.",4633
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setting up the printer took only a few minutes , and both my PC and Mac can access it quickly.",4637
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It is able to print two-sided documents and takes both regular size paper and legal size.",4639
