Sentence#,Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Sentence,Wireless Setup_predicted,Wireless Connectivity_predicted,Windows Compatibility_predicted,Selling Price_predicted,Paper Feed_predicted,Overall Print Quality_predicted
17401,0,0,1,0,0,0,"Set the PC to start scanning - have turned printer off/on, restarted laptop - am using MS10 operating system.",0.0,0.0,1.0,0.0,0.0,0.0
13449,0,0,0,0,0,0,Are these lines a problem with my Mac's compatibility or is it a problem common with this printer?,0.0,0.0,0.0,0.0,0.0,0.0
2965,0,0,0,0,0,1,Prints lovely clear written copies in colors or black and white.,0.0,0.0,0.0,0.0,0.0,1.0
19269,0,0,0,0,0,0,"From my Macbook or iPad, it literally takes 3 to 5 minutes to print the first page.",0.0,0.0,0.0,0.0,0.0,0.0
16214,0,0,0,0,0,0,"Now after one year, my mother's printer has totally died- same error code.",0.0,0.0,0.0,0.0,0.0,0.0
14508,1,0,0,0,0,0,My installation was going just fine until the disk tried to install my drivers for the Pixma MX922.,1.0,0.0,0.0,0.0,0.0,0.0
10029,0,0,1,0,0,0,Re: My Mx922 only prints half a page - I'm using windows 7 ultimate O.S. and It does this on the test page and when printing from Microsoft Word.,0.0,1.0,1.0,0.0,0.0,0.0
6099,0,0,0,0,0,0,"The Canon warns me which ink cartridge is running low, then comes to a stop when it considers the cartridge empty.",0.0,0.0,0.0,0.0,0.0,0.0
560,1,0,0,0,0,0,A little trying to setup wireless.,1.0,0.0,0.0,0.0,0.0,0.0
3665,1,0,0,0,0,0,"Three Stars - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Unnecessarily complicated during the setup and operation.",1.0,0.0,0.0,0.0,0.0,0.0
15438,0,0,0,0,0,0,"Re: Error 5100 on MX922 - Hi pas922, If removing and reseating the ink tanks and print head in the printer did not resolve the error, the printer will require servicing; please call or email us using one of the methods on the Contact Us page for information on servicing options available to you.",0.0,0.0,0.0,0.0,0.0,0.0
17669,1,0,0,0,0,0,For example -- if the software is installing onto the computer but the installation is failing when the procedure tries to contact the printer -- THEN restarting the network might have some positive effect.,1.0,0.0,0.0,0.0,0.0,0.0
11013,0,1,1,0,0,0,"The mac is connected wirelessly; however, printing works as expected from my wife's Windows machine, which is also connected wirelessly.",0.0,1.0,1.0,0.0,0.0,0.0
16936,0,0,1,0,0,0,"""Do you mean that when you open Printers & Scanners and click the plus button, the MX922 does not appear in the Default view of the Add printer window?""",0.0,0.0,1.0,0.0,0.0,0.0
19089,0,0,0,0,0,0,"Great printer, phenomenal Canon customer service!",0.0,0.0,0.0,0.0,0.0,0.0
1369,1,0,0,0,0,0,other than that is was easy to setup for wireless printing and the canon app works fine with it.,1.0,0.0,0.0,0.0,0.0,0.0
3771,0,0,0,1,0,0,Canon makes a very good product at a good price.,0.0,0.0,0.0,1.0,0.0,0.0
5648,0,0,1,0,0,0,"Re: MX922 scanner problem message: set the pc to start scanning - Hi, Denise!",0.0,0.0,1.0,0.0,0.0,0.0
12094,0,0,1,0,0,0,"To have a better understanding of your issue, please let everyone know what operating system (Windows Vista/7/8 or Mac OS 10.X) you are using.",0.0,0.0,1.0,0.0,0.0,0.0
2139,0,0,0,0,0,1,After printing a few documents and photos I can say it has very good print quality.,0.0,0.0,0.0,0.0,0.0,1.0
5324,1,0,0,0,0,0,A really nice printer. - Really easy to set up.,1.0,0.0,0.0,0.0,0.0,0.0
1340,0,1,0,0,0,0,"After completing the tedious business of aligning the ink heads, my next problem was getting the thing hooked up to the Internet.",0.0,0.0,0.0,0.0,0.0,0.0
18550,0,1,0,0,0,0,I tried the Reset All again and I still cannot get it to connect (Blue Wifi LED is on but printer does not have an IP address).,0.0,1.0,0.0,0.0,0.0,0.0
8115,0,0,0,0,0,0,Now I discover on the internet that both Google and Canon are having problems getting Google Cloud Print to work on their printers.,0.0,0.0,0.0,0.0,0.0,0.0
18517,0,1,0,0,0,0,"The first was an Epson Expression XP 820, which connected and printed, wirelessly, without the least bit of hassle.",0.0,1.0,0.0,0.0,0.0,0.0
2309,0,0,0,1,0,0,"I have no bad comment to make, the price was good, very quick shipping and it does everything I want it to, plus things I did not no it would do.",0.0,0.0,0.0,1.0,0.0,0.0
16766,0,0,0,0,0,0,"Also, Google Cloud Print stopped working after a while and even contacting support did not help.",0.0,0.0,0.0,0.0,0.0,0.0
8579,0,0,0,0,0,1,The other problem is that it finally started printing with a blur and I could not get it to stop.,0.0,1.0,0.0,0.0,0.0,0.0
6723,0,0,0,0,0,0,"She reports that the folks on the other end of the connect hear ""fax noises"" just before the phone hangs up.",1.0,0.0,0.0,0.0,0.0,0.0
4227,0,0,0,0,0,0,attempting to print using a usb flash drive with a 82k pdf file I get message format not supported or file to large???,0.0,0.0,0.0,0.0,0.0,0.0
1422,0,0,0,1,0,0,I think the price for the PIXMA is reasonable.,0.0,0.0,0.0,1.0,0.0,0.0
15118,0,0,0,0,0,0,Seems like Apple dropped the ball on this update.,0.0,0.0,0.0,0.0,0.0,0.0
6387,1,0,0,0,0,0,"Pros: Easy To Set Up, Easy To Use Cons: Flimsy Construction, Large Footprint Best Uses: Black & white Documents, Graphics & Charts, Photos, Professional Documents Describe Yourself: Frequent User Primary use: Personal Bottom Line: Yes",1.0,0.0,0.0,0.0,0.0,0.0
6176,0,1,1,0,0,0,"Once connected to the router, my entire network can use it simply by adding a network printer in Windows Control Panel.",0.0,1.0,1.0,0.0,0.0,0.0
5379,0,0,0,0,0,0,Mediocre design by Canon to say the least.,0.0,0.0,0.0,0.0,0.0,0.0
14422,0,0,0,0,0,0,"However, this is replacing an HP that I've had for about 8 years using a sub to Ethernet dongle.",0.0,0.0,1.0,0.0,0.0,0.0
7999,0,0,0,0,0,0,It is finicky and jams very easily.,0.0,0.0,0.0,0.0,0.0,0.0
10577,1,0,0,0,0,0,The printer was easy to set up and the installation (and removal) of the ink cartridges is easy.,1.0,0.0,0.0,0.0,0.0,0.0
6662,0,0,0,0,0,0,"I have one computer, the printer, 2 iphones and 1 iPad.",0.0,0.0,0.0,0.0,0.0,0.0
2768,0,0,0,0,0,1,"Very pleased, good shipping as well - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Printing is great, has just about everything needed in small office printing environment.",0.0,0.0,0.0,1.0,0.0,1.0
942,0,0,0,0,0,0,It replaced an Epson that just had too many paper jams.,0.0,0.0,0.0,0.0,0.0,0.0
1698,1,0,0,0,0,0,I did not give it 4 or 5 stars only because of the confusing directions for set up and use.,1.0,0.0,0.0,0.0,0.0,0.0
1453,0,0,0,0,0,0,"My previous printer ( an HP photosmart) consumed huge quantities of expensive ink, but stayed available on my home network and recovered automatically after a power outage.",0.0,0.0,0.0,0.0,0.0,0.0
3680,0,0,0,0,0,0,"Print Quality: 5/5 (never had an issue, though ink seems to be going much faster than it should) I recently bought a SnapScan ix500, so now I only use this as a printer and occasionally as a flatbed scanner.",0.0,0.0,0.0,1.0,0.0,0.0
3765,0,0,0,0,0,0,There are many websites and forums dedicated to ways to trick the printer And clear this error but it continues to keep popping up.,0.0,0.0,0.0,0.0,0.0,0.0
14883,0,0,0,0,0,0,I have to unplug the power cable and plug it back in to power on the printer but the error code comes up again.,0.0,0.0,0.0,0.0,0.0,0.0
11437,1,1,0,0,0,0,I went through the setup where you choose your wifi network and sign up that way and it worked three times--connected but would not print.,1.0,1.0,0.0,0.0,0.0,0.0
65,0,0,0,0,0,0,Ipads are able to print to the MX922 which is a plus.,0.0,0.0,0.0,0.0,0.0,1.0
14414,0,0,0,0,0,1,"The copy quality is good but it is bigger, slower and makes loud clunky noises.",0.0,0.0,0.0,0.0,0.0,1.0
9639,0,0,0,1,0,0,"Build quality ""feels"" cheap, but then again, it WAS cheap, so no surprise there.",0.0,0.0,0.0,0.0,0.0,1.0
5617,0,0,0,0,0,0,Reselected the printer in the settings within the Canon IJ Network Scanner Selector EX.,0.0,0.0,0.0,0.0,0.0,0.0
785,0,0,0,0,0,0,"When I called Canon for help, they just tried to sell me a service contract.",0.0,0.0,0.0,0.0,0.0,0.0
7305,0,0,0,0,0,1,The color copying/scanning is fair but not the greatest detail.,0.0,0.0,0.0,0.0,0.0,0.0
4162,1,0,0,0,0,0,"During setup the printer heads wouldn't align, the CD-ROM with the owner's manual was incompatible with all my machines, and Canon phone assistance had me take apart their brand new machine to find out what was wrong.",1.0,0.0,0.0,0.0,0.0,0.0
18095,0,0,0,0,0,0,"This issue makes printing take forever as it sits there cleaning and cleaning for 2-3 minutes, THEN prints the document.",0.0,0.0,0.0,0.0,0.0,1.0
520,0,0,0,0,0,1,Resolution is beautiful as well.,0.0,0.0,0.0,0.0,0.0,0.0
4379,0,0,0,0,0,0,"Nice AIO Unit for Home Office - What's great about it: Nice looking documents and photos . What's not so great: Time it takes to print first item after not being used for a while After replacing an older Canon AIO unit with the MX922, we are mostly pleased with this new addition to our home office.",0.0,0.0,0.0,0.0,0.0,0.0
3378,0,0,0,0,0,0,"Stating it had a paper jam, but there was never a piece of paper in the machine.",0.0,0.0,0.0,0.0,0.0,0.0
7676,0,0,0,0,0,0,And much louder than previous version.,0.0,0.0,0.0,0.0,0.0,0.0
2258,0,0,0,0,0,0,Cons: Slow on powering up.,1.0,0.0,0.0,0.0,0.0,0.0
19516,0,1,0,0,0,0,"Prints via WiFi, but can't find the printer for scanning.",0.0,1.0,0.0,0.0,0.0,0.0
2696,0,0,0,0,0,0,"The MX922 does a nice, quiet job printing directly to CDs.",0.0,0.0,0.0,0.0,0.0,0.0
7019,1,0,0,0,0,0,"Three Stars - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) warms up slowly, difficult setting up wireless",1.0,0.0,0.0,0.0,0.0,0.0
10877,0,0,0,0,0,0,"It makes the sound when I first turn it on, when it is preparing to print or copy, but not while printing or copying.",0.0,0.0,0.0,0.0,0.0,0.0
18032,0,1,0,0,0,0,The third is not allowing me to print wirelessly.,0.0,1.0,0.0,0.0,0.0,0.0
5269,0,0,0,0,0,0,This printer is much easier to make scans compared to my HP printer.,0.0,0.0,0.0,0.0,0.0,0.0
7344,0,0,0,0,0,0,Couldn't afford the laser refills on my HP multifunction.,0.0,0.0,0.0,0.0,0.0,0.0
6730,0,0,0,0,0,0,Any error messages or other details you'd like to give will also help the Community better understand your issue.,0.0,0.0,0.0,0.0,0.0,0.0
354,0,0,0,0,0,0,"Both the 5420 and 922 are subjectively rattlely and not rugged compared to the Epson and HP, plus they both have flimsy and awkward control buttons compared to the Epson and HP controls, which are touch screen units.",0.0,0.0,0.0,0.0,0.0,0.0
856,1,0,0,0,0,0,No messing with wires or one-time setup.,1.0,0.0,0.0,0.0,0.0,0.0
130,0,0,0,0,0,0,I emailed Canon tech support.,0.0,0.0,0.0,0.0,0.0,0.0
8693,0,1,1,0,0,0,"It works just fine off a USB directly connected to both my windows ten PC's, but all my iPads, Mac Pro etc, and my apple laptop still talk to just fine.",0.0,1.0,1.0,0.0,0.0,0.0
14093,1,0,1,0,0,0,"I was able to install the printer onto my Windows 7 Pro 32bit computer last night, so I'm relieved that the printer is working properly.",1.0,0.0,1.0,0.0,0.0,0.0
233,0,0,0,0,0,0,"I was looking for a printer which had reasonably-priced replacement cartridges, didn't take up a lot of room, and was reliable.",0.0,0.0,0.0,0.0,0.0,0.0
16358,0,1,0,0,0,0,I am trying to print via my macbook pro but i cannot see the printer.,0.0,0.0,0.0,0.0,0.0,0.0
334,0,0,0,0,0,0,"The HP 8600 had minor, less noticeable banding, but also had some weird squiggly thing going on so that the images had faint jagged lines through them that reminded me of a TV picture scrambled by a ham or CB radio.",0.0,0.0,0.0,0.0,0.0,0.0
7300,0,0,0,0,0,0,"Not recommended - This printer has clear, crisp printing in black and white if and when it prints.",0.0,0.0,0.0,0.0,0.0,1.0
1936,0,0,0,0,0,1,"While I often need a memory boaster to remember which side should go up or down when performing these jobs I prepared a simple sticker that reminds me ""original up"" to assist. ?The quality of the output is typical Canon: fantastic.",1.0,0.0,0.0,0.0,0.0,0.0
17700,0,1,0,0,0,0,But then my wife couldn't print from her Mac.,0.0,0.0,0.0,0.0,0.0,0.0
5298,0,0,0,0,0,0,"I have also noticed the color cartridge levels declining as fast as the black cartridges even though I print ""black only"" about 99% of the time...I mostly print out black and white shipping labels and black and white invoices these days.",0.0,0.0,0.0,0.0,0.0,0.0
17504,0,0,0,0,0,0,A Canon technical support representative will be able to resolve this issue faster.,0.0,0.0,0.0,0.0,0.0,0.0
19076,0,0,1,0,0,0,I have tried repeatedly to print a black ink document - and I keep getting the message on my laptop that I am out of ink.,0.0,0.0,1.0,0.0,0.0,0.0
3332,0,1,0,0,0,0,It just wouldn't sync with the internet.,0.0,0.0,0.0,0.0,0.0,0.0
10855,0,0,0,0,0,0,Just bought a Canon PIXMA MX922 and it works great but makes a loud grinding noise before printing.,0.0,0.0,0.0,0.0,0.0,0.0
12061,0,0,0,0,0,0,Of course I have no idea yet how long the ink cartridges last or the printer's overall longevity.,0.0,0.0,0.0,0.0,0.0,0.0
1280,0,0,0,0,0,0,This is what 10.5.8 support has come to mean in the Mac world.,0.0,0.0,0.0,0.0,0.0,0.0
15725,0,0,0,0,0,1,But print quality is decent and very inexpensive print cartridges available for this.,0.0,0.0,0.0,0.0,0.0,1.0
13206,1,0,0,0,0,0,Press the Setup button.,1.0,0.0,0.0,0.0,0.0,0.0
8554,0,0,0,0,0,0,Slow on the uptake and start of printing.,0.0,0.0,0.0,0.0,0.0,0.0
3880,0,0,0,1,0,0,"Okay so, I managed to stump Canon tier three support and they recommended I contact Microsoft support who refused to help without me paying them $99.",0.0,0.0,0.0,1.0,0.0,0.0
7971,1,1,0,0,0,0,What I noticed on my trip to the Canon website for customer support is that there are SEVERAL reviews for this exact same printer model and the vast majority of the reviewers were having the same issues with connectivity and setup as I was.,1.0,1.0,0.0,0.0,0.0,0.0
5288,0,0,0,0,0,0,best printer for the value - Pictures are perfect.,0.0,0.0,0.0,1.0,0.0,0.0
5111,0,0,0,0,0,1,"Fast printing and great print quality. - What's great about it: Fast printing, print quality.",0.0,0.0,0.0,1.0,0.0,1.0
5135,1,0,0,0,0,0,Setup was simple.,1.0,0.0,0.0,0.0,0.0,0.0
17039,0,0,0,0,1,0,Keep getting a message that there is no paper in lower tray.,0.0,0.0,0.0,0.0,1.0,0.0
8125,0,0,0,0,0,0,"Plus, between it being black and the ultra smooth texture of the plastic, it shows and attracts dust and pet hair - ANNOYING!",0.0,0.0,0.0,0.0,0.0,0.0
2172,0,0,0,0,0,0,No Canon support number to ask WHY/What?.,0.0,0.0,0.0,0.0,0.0,0.0
9763,0,0,1,0,0,0,"If you are using Windows, everything works easily out of the box.",0.0,0.0,1.0,0.0,0.0,0.0
6577,0,1,0,0,0,0,Nice all-in-one - What's great about it: Lots of excellent features and support software . What's not so great: Loses connection with the local network I really like the wireless nature of this printer/scanner...it allows it to be placed anywhere in the room.,0.0,1.0,0.0,0.0,0.0,0.0
82,0,0,0,0,1,0,You can't print either from the top or bottom paper tray.,0.0,0.0,0.0,0.0,1.0,0.0
19622,0,0,0,0,0,0,i have had this printer for 1 year and 5 months - now i am getting this error 1403.,0.0,0.0,0.0,0.0,0.0,0.0
13619,0,0,1,0,0,0,"Once that window goes away, connect the USB cable from the PIXMA MX922 to the computer.",0.0,1.0,1.0,0.0,0.0,0.0
14380,1,0,0,0,0,0,"I was in a hurry the day I set it up, so I called Canon's awesome tech support and they had me up and running and fully set up in no time.",1.0,0.0,0.0,0.0,0.0,0.0
4314,0,0,1,0,0,0,I have been in IT for 32 years as a Windows / Linux / UNIX Network administrator.,0.0,0.0,1.0,0.0,0.0,0.0
14788,0,0,0,0,0,0,What errors occur when you are unable to print?,0.0,0.0,0.0,0.0,0.0,0.0
5878,1,0,0,0,0,0,Set up yesterday went smoothly with virtually no issues.,1.0,0.0,0.0,0.0,0.0,0.0
16129,1,0,0,0,0,0,Great machine. - Took me awhile to setup but was worth it.,1.0,0.0,0.0,0.0,0.0,0.0
4029,1,0,0,0,0,0,The wireless network was easy to set-up!,1.0,1.0,0.0,0.0,0.0,0.0
6040,0,0,1,0,0,0,It works well with my Windows 7 64-bit computers (custom-built) and an Asus Windows 8.1 laptop.,0.0,0.0,1.0,0.0,0.0,0.0
9309,0,0,0,0,0,0,"I've only unboxed it. [ Edited ] - Hello bikerblue, The 6001 error is a generic internal error code.",0.0,0.0,0.0,0.0,0.0,0.0
19115,0,0,0,0,0,0,It is a little slow on the startup - This printer is awesome.,0.0,0.0,0.0,0.0,0.0,0.0
18859,0,0,0,0,0,0,"For the use I put into this printer for 3 years, I don't feel terribly bad about investing this much in this unit, but am I disappointed that it didn't last at least five years.",0.0,0.0,0.0,0.0,0.0,0.0
2455,0,0,0,1,0,0,"Won't print the color black - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I paid $150 for this two months ago, but the whole thing is going into the garbage.",0.0,0.0,0.0,1.0,0.0,0.0
9037,0,0,1,0,0,0,"Re: Canon Pixma MX922 Wont Scan to PC - Hi GraceAlone, My Image Garden can be used to scan your photos.",0.0,0.0,1.0,0.0,0.0,0.0
10391,0,1,0,0,0,0,The problem of the MX922 dropping its wi-fi connection disappeared completely.,0.0,1.0,0.0,0.0,0.0,0.0
2501,0,0,0,0,0,0,"I would be printing documents mostly in black and white, and occasional 4x6 pictures.",0.0,0.0,0.0,0.0,0.0,0.0
16934,1,0,0,0,0,0,"I installed on the macbook pro - installed ok, said successful.",1.0,0.0,0.0,0.0,0.0,0.0
8885,1,0,1,0,0,0,"For starters, the setup was - particularly the wireless setup - was nearly as much of a headache as setting up a wireless connection in MS Vista (I never wanted to relive those hours.",1.0,1.0,0.0,0.0,0.0,0.0
9181,0,0,1,0,0,0,I'm using Windows 7.,0.0,0.0,1.0,0.0,0.0,0.0
18217,0,0,1,0,0,0,I forgot to mention - both desktop and laptop are running Windows 10.,0.0,0.0,1.0,0.0,0.0,0.0
11976,0,0,0,0,0,0,"Hi BJB, It is recommended that you contact live technical support .",0.0,0.0,0.0,0.0,0.0,0.0
7104,1,1,0,0,0,0,This would be a non-issue if the machine didn't lose the access point connection every other day and require set up in order to print wirelessly.,1.0,1.0,0.0,0.0,0.0,0.0
9759,0,0,0,0,0,1,I have not yet tried printing pictures but paper print quality is great.,0.0,0.0,0.0,0.0,0.0,1.0
10061,0,0,0,0,0,0,"Have tried deleting printer (in cloud and from printer) and reinstalling, same result...help?",0.0,0.0,0.0,0.0,0.0,0.0
8165,0,0,0,0,0,0,"I've unloaded and reloaded drivers repeatedly, and been to Canon's ""Support"" site numerous times.",0.0,0.0,0.0,0.0,0.0,0.0
11560,0,1,0,0,1,0,"I am trying to print a picture from my cell phone with iOS to my MX920, but it always wants to print from the upper tray.",0.0,1.0,0.0,0.0,1.0,0.0
8192,0,0,0,0,0,0,After trying to fix it for 8 months replacing ink etc I finally threw it out.,0.0,0.0,0.0,0.0,0.0,0.0
11771,0,0,0,1,0,0,Might be okay for under $50 range.,0.0,0.0,0.0,1.0,0.0,0.0
12080,0,1,0,0,0,0,My only complaint is that it is a little funky with wireless printing.,0.0,1.0,0.0,0.0,0.0,0.0
9552,1,0,0,0,0,0,Pretty easy to set up for WIFI even me to a MacBook.,1.0,0.0,0.0,0.0,0.0,0.0
11171,0,1,0,0,0,0,The wireless connection may use the same frequency band as microwave ovens and other sources of radio interference.,0.0,1.0,0.0,0.0,0.0,0.0
14026,0,0,1,0,0,0,"Every time my wife prints to our new Canon MX922 printer from her laptop, expecting a single copy, it prints multiple copies-- usually 5-7 copies.",0.0,0.0,0.0,0.0,0.0,0.0
3000,0,0,0,0,0,0,"However, it is slow to warm up, slow between printing document and sends error messages constantly about low toner when there is plenty (just under half full).",0.0,0.0,0.0,0.0,0.0,0.0
5710,0,0,0,1,0,0,"If you get this, look around because its almost always on sale somewhere for 99 dollars.",0.0,0.0,0.0,1.0,0.0,0.0
15556,0,0,0,0,0,0,broke after about 3 dozen pages were printed over a years time.,0.0,0.0,0.0,0.0,0.0,0.0
10063,1,0,0,0,0,0,I cannot set up my brand new MX922 due to error messages 6000 and 6001 which will not resolve with instructions by printer and online manual.,1.0,0.0,0.0,0.0,0.0,0.0
12344,0,0,0,0,0,0,"If the error persists, troubleshooting with our support group will be needed to narrow down the cause of your issue.",0.0,0.0,0.0,0.0,0.0,0.0
8828,0,0,0,0,1,0,You can no longer feed paper straight in.,0.0,0.0,0.0,0.0,1.0,0.0
6295,0,0,0,0,0,0,Plus after the shelf is closed and then opens to allow a piece of paper to come out it makes a very loud noise like it is exploding.,0.0,0.0,0.0,0.0,0.0,0.0
19036,0,0,0,0,0,0,Died after 24 months but was great while it lasted!,0.0,0.0,0.0,0.0,0.0,0.0
12985,0,0,0,0,0,0,The ink cartridges go back and forth a million times before something finally comes out.,0.0,0.0,0.0,0.0,0.0,0.0
4446,0,0,0,0,1,0,The Not-so-good: The bottom paper tray is small and clunky.,0.0,0.0,0.0,0.0,1.0,0.0
3383,1,0,0,0,0,0,Wireless was easy to set up.,1.0,0.0,0.0,0.0,0.0,0.0
5656,0,0,1,0,0,0,I have this same problem running Windows 10,0.0,0.0,1.0,0.0,0.0,0.0
749,1,0,0,0,0,0,The set up was easy and the printer pretty much thinks on its own.,1.0,0.0,0.0,0.0,0.0,0.0
3208,0,0,1,0,0,0,Very cool how you can scan to what ever PC you want from the printer itself.,0.0,0.0,1.0,0.0,0.0,0.0
2400,0,0,0,0,0,0,Solid printer that won't soak your wallet for ink replacements!!,0.0,0.0,0.0,0.0,0.0,0.0
568,1,0,0,0,0,0,"Turned it off, unplugged it, disabled the Wi-Fi, restored my computer to earlier date and then set it up using the cable and it printed the test page and picture with no problem.",1.0,0.0,0.0,0.0,0.0,0.0
8808,0,0,0,0,0,0,Anyone who has ever had a computer related issue knows that tech support will have you trying all kinds of things to see if they can fix it before proclaiming it dead.,0.0,0.0,0.0,0.0,0.0,0.0
10720,0,0,0,0,0,0,I'm rarely in a rush to print which is why the fact that this takes a long time to print the first page not a huge issue.,0.0,0.0,0.0,0.0,0.0,0.0
16925,0,0,0,0,0,0,Until Apple resolves this issue you can add the printer using a different protocol (LPD) but to do so you will need to determine what IP address your MX is using.,1.0,1.0,0.0,0.0,0.0,0.0
6251,0,0,0,0,0,0,- Drinks too much ink$$$$$$!,0.0,0.0,0.0,1.0,0.0,0.0
13112,0,1,0,0,0,0,"Hi pandamonium, So we can better assist you, please let us know if you are experiencing this issue when trying to print directly from the printer, or when trying to print from your computer to the printer.",0.0,1.0,0.0,0.0,0.0,0.0
19708,0,0,1,0,0,0,"To see if it was a printer/computer disagreement (I'd heard there may be some issues interfacing with Windows 10), I took the computer out of the loop entirely, and simply had the printer COPY the original printout, again at 300dpi.",0.0,0.0,1.0,0.0,0.0,0.0
3097,1,0,0,0,0,1,"I have not set up the fax for the printer, but scanning and printing work fine.",1.0,0.0,0.0,0.0,0.0,0.0
6389,1,0,0,1,1,0,"Pros: Compact Design, Dual Document Tray, Easy To Set Up, Easy To Use, Low price, Quiet Cons: Slow Print Time Describe Yourself: Frequent User Primary use: Personal Bottom Line: Yes",1.0,0.0,0.0,1.0,0.0,0.0
3626,0,1,0,0,0,0,"I can print from any computer in my house, and also from my Galaxy S3 phone with no wires.",0.0,1.0,0.0,0.0,0.0,0.0
499,1,1,0,0,0,0,"Nice Printer - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) It was fairly easy to set up, I had a bit of a problem getting it to recognize my network, but once I figured that out, it works great.",1.0,1.0,0.0,0.0,0.0,0.0
755,0,0,0,0,0,0,Overall feels like this printer is lot more noisy.,0.0,0.0,0.0,0.0,0.0,0.0
1088,0,0,0,0,0,1,"So, basically, a good printer that produces high quality prints.",0.0,0.0,0.0,0.0,0.0,1.0
13414,0,0,0,0,0,0,I'm pleased to report AirPrint works flawlessly on iOS 9 -- no software apps required.,0.0,0.0,0.0,0.0,0.0,0.0
18254,0,0,0,0,0,0,"From the Start menu, click All Programs, Canon Utilities, IJ Scan Utility and then click on the IJ Scan Utility to start IJ Scan Utility.",0.0,0.0,0.0,0.0,0.0,0.0
10632,0,0,0,1,0,0,Nice printer for the money with all the functions it has.,0.0,0.0,0.0,1.0,0.0,0.0
2268,0,0,0,0,0,0,"Love this printer - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I have been an HP guy my whole life but my lat HP printer seemed to be too wonky.",1.0,0.0,0.0,0.0,0.0,0.0
9907,0,0,0,0,0,0,I swapped print heads and got the same message.,0.0,0.0,0.0,0.0,0.0,0.0
17607,0,1,0,0,0,0,Wifi also works for all current devices.,0.0,0.0,0.0,0.0,0.0,0.0
15828,0,0,0,0,0,0,For normal printing this will still look fine but will speed up the 'warm up time' as well as save you ink.,1.0,0.0,0.0,1.0,0.0,0.0
10220,0,0,0,0,0,0,I've heard of doing a roller cleaning but the printer has a one track mind to fix this jam.,0.0,0.0,0.0,0.0,0.0,0.0
2406,0,1,0,0,0,0,"That being said, we have had it for over six months with no trouble, even printing from ipads.",0.0,0.0,0.0,0.0,0.0,0.0
19572,0,0,0,0,0,1,"As you can see in the attached image, the pattern in the background prints OK with clean lines, however the text is not printed correctly.",0.0,0.0,0.0,0.0,0.0,1.0
16559,1,0,0,0,0,0,It took 5 min to install it and it lasted for 10 min.,1.0,0.0,0.0,0.0,0.0,0.0
1108,0,0,0,0,1,0,"working good so far - Canon Office Products MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I would have given 5 star but due to paper small paper tray I gave 4.",0.0,0.0,0.0,0.0,1.0,0.0
4061,0,0,0,0,0,1,"However, being a Canon, I expected superb photo print quality, but my old HP Photosmart 3310 clearly out performs the Canon (I'm keeping the HP for photo printing).",0.0,0.0,0.0,0.0,0.0,1.0
18852,0,0,0,0,0,0,"Sucks ink - but then, so do most inkjet printers.",0.0,0.0,0.0,0.0,0.0,0.0
9526,0,0,0,0,0,0,"If you do this you'll have to wait for at least 3-4 minutes for the system to warm-up and perform some type of ""maintenance"" before you get that printout.",0.0,0.0,0.0,0.0,0.0,0.0
13345,0,0,0,0,0,0,"I can hear the number being dialed, but hear no dial tone.",0.0,0.0,0.0,0.0,0.0,0.0
12395,0,0,0,0,0,1,Does the copied content also come out wavy throughout?,0.0,0.0,0.0,0.0,0.0,0.0
3759,0,0,0,0,0,0,As many other users have commented this thing takes forever to print.,0.0,0.0,0.0,0.0,0.0,0.0
8648,0,0,0,0,0,1,Text and photos come out looking nice and clean.,0.0,0.0,0.0,0.0,0.0,0.0
5120,0,0,0,1,0,0,Great cost.,0.0,0.0,0.0,0.0,0.0,1.0
1781,0,0,0,0,0,0,To me the color print outs are much closer to what I am seeing on my screen than any HP printer I've owned.,0.0,0.0,0.0,0.0,0.0,0.0
767,0,0,0,0,0,0,But it seems to take forever to get ready to print!,0.0,0.0,0.0,0.0,0.0,0.0
7124,0,0,0,0,0,0,"Worse of all, the Print head failed after 13 months of light used.",0.0,0.0,0.0,0.0,0.0,0.0
14527,0,0,0,0,0,0,"However, when I try to print onto CD or DVD printable disks, after a long time with a ""Processing"" message, an error pops up saying that the printer is not responding.",0.0,0.0,0.0,0.0,0.0,0.0
15757,0,0,0,0,1,0,Grabs multiple pieces of paper so prints half on one sheet and half on another.,0.0,0.0,0.0,0.0,0.0,0.0
5928,0,1,0,0,0,0,"Hello, I have a Canon MX-922 all in one hooked up to my wireless router.",0.0,1.0,0.0,0.0,0.0,0.0
5947,0,1,0,0,0,0,used the disc to configure the wireless print setup-connection.,0.0,1.0,0.0,0.0,0.0,0.0
11842,0,0,0,1,0,0,"If you want a printer that is cheap and will work for about 6 months, this is the one to buy!",0.0,0.0,0.0,0.0,0.0,0.0
