Sentence#,Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Non-specific/Unknown,iOS Compatibility,Ink Consumption,Competitor Product Comparison,Audible Noise,Overall Customer Service,Cloud Connectivity,Paper Jam,Color Print Quality,Monochrome Print Quality,Build Quality,Print Speed,CD/DVD Printing,Initialization Speed,Driver Performance,Sentence,Wireless Setup_predicted,Wireless Connectivity_predicted,Windows Compatibility_predicted,Selling Price_predicted,Paper Feed_predicted,Overall Print Quality_predicted,Non-specific/Unknown_predicted,iOS Compatibility_predicted,Ink Consumption_predicted,Competitor Product Comparison_predicted,Audible Noise_predicted,Overall Customer Service_predicted,Cloud Connectivity_predicted,Paper Jam_predicted,Color Print Quality_predicted,Monochrome Print Quality_predicted,Build Quality_predicted,Print Speed_predicted,CD/DVD Printing_predicted,Initialization Speed_predicted,Driver Performance_predicted
6766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I'm trying to duplex scan on an MX922 but am receiving a message that the paper isn't the correct size for duplex.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I am getting a message: ""set the pc to start scanning.""",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,More information on connecting the lines and devices to your computer can be found here.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,It does NOT like to connect to wifi from a Mac.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I played around with the templates it had pre-installed and printed a couple of loose-leaf and graph paper - looks great!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"How in the world it got like that is beyond me, so I unchecked it, and started printing, everything good.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,But tech support with Canon did troubleshoot w/ me and could not find the problem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I went online and did install it and applied it to my computer.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Still if you're able to get it cheap, its a lot of machine for the $",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"To contact a Technical Support Representative, please use the link below: http://Canon.us/ContactLI Did this answer your question?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More silent than the Kodak I had!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hi jimphillips, To try and resolve the C000 error, please remove and reseat all of the ink tanks and print head in the unit by following the steps located here.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I've got it working perfectly on machines running windows 7 and 8, but am having problems with setting it up on the machine running 10.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12944,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Gently pull jammed paper out, if any.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Quality Printing - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I only gave 4 stars, because it is somewhat slow and also seems to lose the wireless connection a lot.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"More often offline, then on - Every time I go to use this printer, I have to reinstall drivers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Real time feedback of a live technical support call would be very beneficial in this case.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It was very easy to install.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"WiFi set up fails every time, and I've done it a dozen times, wiping the Printer from my HP laptop before starting over each time.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"But including the time from when one turns on the printer and clicks ""print"" at the computer until the finished copy is in the floppy ""out"" shelf of the MX922, one can print and read the copy from the old HP printer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"So far, none have woken up due to the printer sounds.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,This is a very slow printer Ink runs out fast .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Even does duplex printing via AirPrint.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No problems at all with using any features via wifi.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12032,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"then got ""Critical Error"" message telling me to shut it off, unplug it, and call the service center.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11872,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,My apple devices still print fine.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"For my wife's Windows machine, I. had to load the driver, go through a couple of reboots and then it did not work!!!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set up not too hard, but takes a long time to initially print , sometimes as long as 1-2 minutes??",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Set up is easy.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I was concerned when everything in the box stated that it's intended for Windows OS 8 or higher (or Mac), since I have Windows 7.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Now back at the beginning of the set up it did say to put the printer near the ""access point"" - I am guessing now that meant the router - but we need the printer to be in another room, next to my computer, not next to the router.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You could cancel installation and try again and if that doesn't work return printer.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The scan glass that the printer uses when scanning from the ADF is located to the left of the larger glass area (platen) when you open the cover.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"If a print job required, say, 100 sheets I might have a concern; however, it is seldom that I need more than 10 sheets at a time so the problem of paper jamming or not processing because of cassette size is no problem for me.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Re: PIXMA MX922 - no scanning software coming through - Not only is there no scanning available on my computer but the Manual, for heaven's sakes, doesn't even list scanning as a task of the machine.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Demand high print quality, Frequent user, Budget Conscious, demand a great product for my money I would recommend this to a friend!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Select SETUP, then press the OK button.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Setting this up for wireless has been nearly impossible.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Just waiting to see if aftermarket ink works, Threw out my HP because the only work with store bought HP ink.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18762,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,I'm trying to use my iPhone 7 Plus and having the same problem as everyone else it will not print because there's no paper in the top tray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I connected the printer using the disk in my laptop to configure the wireless connection - went through all of the steps.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8191,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ink is expensive for it.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"After 4 or 5 times, however, it stopped doing this and my printouts came out perfectly.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Its effective and useful but its a little bit slow and the connection ... - Its effective and useful but its a little bit slow and the connection is iffy at times.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I was able to get it to work using Windows' generic scanner driver, but had to install the Scanner Network Tool manually to work with the printer since the driver is not compatible.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"It is slow to be ready to print, making various unusual sounds.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
11801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Print quality is good.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,I can wait 2 minutes between jobs and it will start one of these cycles again before the new job prints even though it just got through a cycle 2 minutes ago.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I also tried downloading the drivers from the Canon site and the same problem happens during installation from those files.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finally, I ended up returning the second printer also and purchased an Epson model which is working fine.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Re: mx922 now will stop scanning and i get alert that scanner is not connected - Hi cdunn, I would like to have you print the network settings of the printer to see the printer's status on your network.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The printer is also making some odd clicking noises during the printing cycle (not during cleaning or ink shuttle routines) as if a gear or sprocket somewhere is only partially engaged.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I am running on Windows 7.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The laptop is obviously the issue.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prints quickly - What's great about it: Versatility . What's not so great: Warm up period Printer allows me to print regular copy and pictures.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"And here is a caution: when installing the printer, you must choose to set it up as a wired or a wireless printer--not both.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"And the drivers (which is how each PC communicates with printer), have nothing to do with how the printer functions on it's own.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ink consumption seems to be a little high, otherwise an excellent purchase for general home and office use.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Also very noisy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I've spent two afternoons now, looking up strange abbreviations and initials in google to try to figure out what the printer and the recommended iPhone app (Canon Print) were talking about.....",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Re: MX922 is refusing to power off, connect to network.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Open the rear cover to check if the paper is jammed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7237,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"It's a little on the loud side but other than that I love it, prints great and at a much higher ... - I was very excited about this printer, I needed 1 that printed on both sides of paper.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sent documents to print; they appear in the printing queue, then it gives ""error printing"" message.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,The machines are well-built.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,When I try to scan i get an error message that says the scanner is turned off or the USB cable isn't plugged in.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11049,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Re: My Canon MX922 will not print wireless - Hi Diane, To ensure the most accurate information is provided, we will need to know the version of Windows or in use.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Instead set it up on the printer in the setup menu for wifi where you enter your wifi password.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Great Price and Value - What's great about it: Superb Print Quality and Reliability . What's not so great: Tricky getting WiFi feature to work, warm up is slow This printer has been out there a while with good reason.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Open the rear cover to check if the paper is jammed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Code:5,157,69.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Would have given a 5 star rating but it is much slower (even in black) than I thought it would be.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,I couldn't send print jobs from my Apple or Droid device.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Would buy again - Good quality printer at affordable price.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6723,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"She reports that the folks on the other end of the connect hear ""fax noises"" just before the phone hangs up.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The wireless connection may use the same frequency band as microwave ovens and other sources of radio interference.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16670,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Printing from a Mac with software OS X 10.11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never stays connected to wireless network - garbage.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nothing but problems. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Could not get this setup correctly.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,If may be possible that they connected to a different network or access point.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8612,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,plus my HP office jet pro was costing to much for ink and never printed pictures this good this is a great copier and cost effective.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"But instead of a cord that three people need to plug into whenever they need to print, the Bluetooth option will work great and it's easy to set up.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In short this is difficult to set up with instructions that are unclear.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
